CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser,Target_num,Target_name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9,Prob_10,Prob_11,Prob_12,Prob_13,sum_prob
1172,0,0,U,Eddie,3/6/2019 0:00, GOAT,TRICHOSTRONGIULOSIS,NP,NP,NP,P,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,BRUCELLOSIS,CCPP,MASTITIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),POX,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,PPR,ZZ_OTHER,86.16,13.46,0.13,0.09,0.07,0.04,0.03,0.01,0,0,0,0,0,99.99
1227,0,0,U,Eddie,3/25/2019 0:00, GOAT,TRICHOSTRONGIULOSIS,NP,NP,NO,P,NP,NP,NP,NP,NP,NP,NP,P,NP,P,NP,NP,NP,NP,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,BRUCELLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,CCPP,COWDRIOSIS,POX,PASTEUROLLOSIS,PPR,ZZ_OTHER,93.86,3.24,1.3,1.07,0.31,0.17,0.02,0.01,0.01,0.01,0,0,0,100
4097,0,0,U,veteddie_eddie,1/31/2020 0:00, GOAT,TRICHOSTRONGIULOSIS,NP,NP,NP,P,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,MASTITIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,POX,CCPP,PPR,PASTEUROLLOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,71.5555,23.2235,2.18348,1.95038,0.832517,0.149008,0.0635038,0.0393561,0.00195297,0.000588502,0.000224861,7.99E-07,3.31E-12,100.000012
673,0,20,D,Eddie,2/4/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,P,NP,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,PPR,TRICHOSTRONGIULOSIS,POX,CCPP,PASTEUROLLOSIS,COWDRIOSIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,80.13,10.27,5.88,2.9,0.6,0.1,0.1,0.01,0.01,0,0,0,0,100
748,0,20,D,Eddie,2/6/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,P,NP,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,PPR,TRICHOSTRONGIULOSIS,POX,CCPP,PASTEUROLLOSIS,COWDRIOSIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,80.13,10.27,5.88,2.9,0.6,0.1,0.1,0.01,0.01,0,0,0,0,100
2300,0,40,D,Eddie,9/7/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,NP,NP,NP,NP,NP,P,P,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,POX,COWDRIOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),CCPP,BRUCELLOSIS,MANGE MITE,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,PPR,LUNGWORM,ZZ_OTHER,39.84,25.38,20.67,6.43,2.61,2.36,1.21,0.78,0.42,0.23,0.05,0.01,0,99.99
489,0,0,U,Eddie,1/30/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,NP,NP,P,P,NP,P,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,POX,CCPP,PASTEUROLLOSIS,COWDRIOSIS,MASTITIS,PPR,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,TRICHOSTRONGIULOSIS,ZZ_OTHER,87.58,9.48,2.35,0.38,0.12,0.07,0.01,0.01,0,0,0,0,0,100
581,0,0,U,Eddie,2/4/2019 0:00, GOAT,ZZ_OTHER,P,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,MASTITIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),POX,COWDRIOSIS,CCPP,TRICHOSTRONGIULOSIS,MANGE MITE,LUNGWORM,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,40.48,37.38,18.28,2.63,0.44,0.25,0.21,0.19,0.13,0.01,0,0,0,100
807,0,0,U,Eddie,2/7/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,P,P,NP,NP,NP,P,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,PPR,POX,TRICHOSTRONGIULOSIS,CCPP,COWDRIOSIS,PASTEUROLLOSIS,MASTITIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,43.56,28.77,13.54,7.78,2.31,1.97,1.41,0.26,0.19,0.18,0,0,0,99.97
877,0,0,U,Eddie,2/17/2019 0:00, GOAT,ZZ_OTHER,P,P,P,NP,NP,P,NP,P,NP,P,P,P,P,P,P,P,P,P,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,ZZ_OTHER,CCPP,PPR,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,PASTEUROLLOSIS,POX,TRICHOSTRONGIULOSIS,99.97,0.02,0.01,0,0,0,0,0,0,0,0,0,0,100
902,0,0,U,Eddie,2/15/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,P,NP,NP,P,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,ZZ_OTHER,13,ZZ_OTHER,CONTAGIOUS ECTHYMA (ORF),MASTITIS,POX,BRUCELLOSIS,COWDRIOSIS,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,CCPP,MANGE MITE,PPR,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,48.98,35.51,10.46,3.72,0.48,0.48,0.28,0.06,0.02,0.01,0,0,0,100
1268,0,0,U,Eddie,3/26/2019 0:00, GOAT,ZZ_OTHER,NP,P,P,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,MASTITIS,CCPP,LUNGWORM,MANGE MITE,PASTEUROLLOSIS,POX,PPR,TRICHOSTRONGIULOSIS,ZZ_OTHER,98.49,1.41,0.04,0.02,0.02,0,0,0,0,0,0,0,0,99.98
1284,0,0,U,Eddie,4/2/2019 0:00, GOAT,ZZ_OTHER,NP,P,P,NP,NP,NP,P,NP,P,NP,NP,P,P,NP,P,NP,P,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,COWDRIOSIS,POX,PPR,MASTITIS,CCPP,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,BRUCELLOSIS,LUNGWORM,MANGE MITE,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,98.39,1.53,0.03,0.02,0.01,0.01,0.01,0,0,0,0,0,0,100
3112,0,0,U,veteddie_eddie,2/6/2020 0:00, GOAT,ZZ_OTHER,NP,P,NP,NP,NP,NP,NP,NP,NP,P,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,MANGE MITE,MASTITIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,POX,TRICHOSTRONGIULOSIS,BRUCELLOSIS,COWDRIOSIS,CCPP,LUNGWORM,PASTEUROLLOSIS,PPR,ZZ_OTHER,36.5324,16.0003,13.9464,12.5684,8.0001,6.98549,3.79398,1.16514,0.841812,0.143755,0.0154784,0.00680254,4.14E-14,100.0000579
1185,0,0,U,Eddie,3/12/2019 0:00, GOAT,BRUCELLOSIS,NP,P,NP,NP,NP,NP,NP,NP,P,NO,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,BRUCELLOSIS,1,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,POX,COWDRIOSIS,CCPP,MANGE MITE,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,LUNGWORM,PPR,ZZ_OTHER,40.54,31.44,12.4,8.68,6.18,0.26,0.26,0.11,0.08,0.04,0.01,0,0,100
1663,0,0,U,Eddie,5/14/2019 0:00, GOAT,CCPP,NP,P,NP,P,NP,P,NP,NP,P,NP,NP,NP,P,NP,NP,NP,NP,NP,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,CCPP,2,CCPP,CCPP,PASTEUROLLOSIS,POX,TRICHOSTRONGIULOSIS,LUNGWORM,BRUCELLOSIS,PPR,MASTITIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,52.95,17.44,13.58,7.22,3.09,2.15,1.24,1.11,1.06,0.15,0.02,0,0,100.01
1794,0,0,U,Eddie,3/19/2019 0:00, GOAT,CCPP,NP,P,NP,NP,NP,P,NP,P,NP,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CCPP,2,CCPP,CCPP,LUNGWORM,POX,PASTEUROLLOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,MASTITIS,COWDRIOSIS,MANGE MITE,ZZ_OTHER,74.82,14.77,7.82,1.55,0.82,0.1,0.07,0.03,0.01,0.01,0,0,0,100
2320,0,0,U,Eddie,9/11/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),POX,COWDRIOSIS,CCPP,MASTITIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,BRUCELLOSIS,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,LUNGWORM,ZZ_OTHER,47.38,13.05,11.11,10.63,7.65,5.15,2.81,0.98,0.93,0.21,0.06,0.05,0,100.01
2345,0,0,U,Eddie,8/17/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,NP,NP,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),POX,PPR,COWDRIOSIS,CCPP,TRICHOSTRONGIULOSIS,MANGE MITE,PASTEUROLLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,77.1,8.42,7.3,3.75,1.08,0.84,0.75,0.54,0.17,0.07,0,0,0,100.02
2502,0,0,U,Eddie,9/23/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),CONTAGIOUS ECTHYMA (ORF),MASTITIS,POX,BRUCELLOSIS,COWDRIOSIS,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,MANGE MITE,PASTEUROLLOSIS,LUNGWORM,PPR,ZZ_OTHER,25.8,16.9,16.55,16.51,12.03,6.3,4.74,0.56,0.28,0.25,0.06,0.02,0,100
2521,0,0,U,Eddie,10/14/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,P,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),CONTAGIOUS ECTHYMA (ORF),POX,MASTITIS,LUNGWORM,BRUCELLOSIS,CCPP,PASTEUROLLOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,TRICHOSTRONGIULOSIS,PPR,ZZ_OTHER,54.11,40.99,3.93,0.28,0.25,0.2,0.12,0.05,0.03,0.02,0.02,0.01,0,100.01
1166,0,0,U,Eddie,3/14/2019 0:00, GOAT,COWDRIOSIS,NP,P,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,COWDRIOSIS,4,COWDRIOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,POX,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),PPR,BRUCELLOSIS,CCPP,MASTITIS,LUNGWORM,PASTEUROLLOSIS,ZZ_OTHER,63.1,32.72,2.47,0.73,0.42,0.16,0.12,0.09,0.09,0.09,0,0,0,99.99
47,0,0,U,Eddie,12/11/2018 0:00, GOAT,HYPOCALCEMIA / PREGNANCY TOX.,NP,P,P,NP,NP,NP,P,NP,NP,NP,NP,P,P,P,NP,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,HYPOCALCEMIA / PREGNANCY TOX.,5,HYPOCALCEMIA / PREGNANCY TOX.,HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,POX,MASTITIS,CONTAGIOUS ECTHYMA (ORF),TRICHOSTRONGIULOSIS,MANGE MITE,BRUCELLOSIS,CCPP,LUNGWORM,PASTEUROLLOSIS,PPR,ZZ_OTHER,52.64,43.88,1.52,1.01,0.5,0.29,0.08,0.06,0.02,0,0,0,0,100
316,0,0,U,Eddie,1/22/2019 0:00, GOAT,HYPOCALCEMIA / PREGNANCY TOX.,NP,P,NP,NP,NP,P,NP,NP,NP,NO,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HYPOCALCEMIA / PREGNANCY TOX.,5,HYPOCALCEMIA / PREGNANCY TOX.,HYPOCALCEMIA / PREGNANCY TOX.,CCPP,POX,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),TRICHOSTRONGIULOSIS,MASTITIS,BRUCELLOSIS,MANGE MITE,PASTEUROLLOSIS,COWDRIOSIS,PPR,ZZ_OTHER,81.5,9.56,3.06,2.78,0.84,0.79,0.53,0.37,0.35,0.13,0.1,0.01,0,100.02
1364,0,0,U,Eddie,3/28/2019 0:00, GOAT,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,NP,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,6,LUNGWORM,LUNGWORM,CCPP,TRICHOSTRONGIULOSIS,POX,MANGE MITE,BRUCELLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,PPR,COWDRIOSIS,PASTEUROLLOSIS,ZZ_OTHER,47.35,39.62,11.42,0.76,0.53,0.23,0.05,0.03,0.01,0.01,0,0,0,100.01
2269,0,0,U,Eddie,8/28/2019 0:00, GOAT,LUNGWORM,NO,P,NO,P,NO,NO,NO,NO,NO,P,NO,NO,NO,NO,NO,NO,NO,P,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,LUNGWORM,6,LUNGWORM,PPR,ZZ_OTHER,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,CCPP,POX,COWDRIOSIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),MASTITIS,LUNGWORM,BRUCELLOSIS,49.21,22.79,16.62,3.63,3.62,2.77,0.99,0.1,0.08,0.07,0.07,0.04,0.01,100
451,0,0,U,Eddie,1/25/2019 0:00, GOAT,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,P,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,POX,CCPP,BRUCELLOSIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MASTITIS,PASTEUROLLOSIS,PPR,ZZ_OTHER,54.12,45.75,0.05,0.03,0.02,0.02,0,0,0,0,0,0,0,99.99
452,0,0,U,Eddie,1/25/2019 0:00, GOAT,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,POX,CCPP,BRUCELLOSIS,MASTITIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,PASTEUROLLOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,71.51,12.82,5.07,4.25,3.67,1.84,0.51,0.26,0.03,0.02,0.01,0,0,99.99
599,0,0,U,Eddie,2/1/2019 0:00, GOAT,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,CCPP,POX,LUNGWORM,BRUCELLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,PPR,ZZ_OTHER,74.25,23.33,0.81,0.6,0.4,0.3,0.25,0.07,0,0,0,0,0,100.01
