CaseID,Date,Species,Age,Breed,Sex,UCDisease,AppDisease,ZZ_other
270,02/01/2020,Sheep,Older than 4 years,Local,Male,zz_Other,Mange mites,Death (history)
271,02/01/2020,Goats,Older than 4 years,Local,Female,Hypoglycemia /Pregnancy toxemia,Hypoglycemia /Pregnancy toxemia,Falling
296,02/01/2020,Cattle,2 - 4 years,Exotic,Male,GI parasites,Lungworm /Verminous pneumonia,
297,02/01/2020,Cattle,Older than 4 years,Exotic,Male,Blackleg /Black quarter,Cowdriosis,
298,02/01/2020,Cattle,Older than 4 years,Exotic,Female,FMD (Foot & Mouth Disease),Cowdriosis,
299,02/01/2020,Horse/Mule,Older than 4 years,Local,Female,Tetanus,Heat stress,
300,02/01/2020,Cattle,Older than 4 years,Exotic,Female,Colibacillosis,Lungworm /Verminous pneumonia,
301,02/01/2020,Cattle,2 - 4 years,Exotic,Female,GI parasites,Lungworm /Verminous pneumonia,
302,02/01/2020,Cattle,Older than 4 years,Exotic,Male,Lungworm /Verminous pneumonia,Anthrax,Falling
303,02/01/2020,Cattle,Older than 4 years,Exotic,Female,Colibacillosis,Colibacillosis,Falling
304,02/01/2020,Horse/Mule,2 - 4 years,Local,Female,Strangles,Resp_upper_bact,
305,02/01/2020,Horse/Mule,2 - 4 years,Local,Male,Strangles,Resp_upper_bact,
306,02/01/2020,Cattle,Older than 4 years,Exotic,Female,GI parasites,Lungworm /Verminous pneumonia,
307,02/01/2020,Sheep,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
308,02/01/2020,Sheep,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
309,02/01/2020,Cattle,Older than 4 years,Exotic,Male,Blackleg /Black quarter,Cowdriosis,
310,02/01/2020,Goats,2 - 4 years,Local,Female,zz_Other,Brucellosis,
332,02/01/2020,Cattle,Older than 4 years,Local,Female,Anthrax,Pox,
351,02/01/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pox,
352,02/01/2020,Sheep,2 - 4 years,Local,Female,zz_Other,Pasteurellosis_pneumonic,Hair loss (alopecia)
353,02/01/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
354,02/01/2020,Horse/Mule,Older than 4 years,Local,Female,Strangles,Strangles,
355,02/01/2020,Sheep,Older than 4 years,Local,Female,Trichostrongylosis,Trichostrongylosis,
356,02/01/2020,Cattle,Older than 4 years,Local,Female,Blackleg /Black quarter,Cowdriosis,
357,02/01/2020,Sheep,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
358,02/01/2020,Cattle,Older than 4 years,Exotic,Female,GI parasites,Lungworm /Verminous pneumonia,
359,02/01/2020,Sheep,Older than 4 years,Local,Female,Trichostrongylosis,Fasciolosis,
361,02/01/2020,Goats,2 - 4 years,Local,Female,Mastitis,Pasteurellosis_pneumonic,Falling
368,02/01/2020,Horse/Mule,Older than 4 years,Local,Male,Resp_asth_lungworm,Resp_asth_lungworm,
369,02/01/2020,Cattle,Older than 4 years,Cross,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
370,02/01/2020,Cattle,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
371,02/01/2020,Cattle,7 - 12 months,Local,Male,Colibacillosis,Colibacillosis,
372,02/01/2020,Cattle,Older than 4 years,Local,Female,Fasciolosis,Fasciolosis,
373,02/01/2020,Cattle,0 - 6 months,Local,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
374,02/01/2020,Horse/Mule,Older than 4 years,Local,Male,Babesiosis,Babesiosis,
375,02/01/2020,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
376,02/01/2020,Horse/Mule,2 - 4 years,Local,Male,Heat stress,Heat stress,
329,03/01/2020,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
330,03/01/2020,Cattle,Older than 4 years,Local,Male,GI parasites,GI parasites,
331,03/01/2020,Cattle,Older than 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
333,03/01/2020,Horse/Mule,Older than 4 years,Local,Male,Strangles,Resp_upper_bact,
334,03/01/2020,Cattle,Older than 4 years,Exotic,Female,zz_Other,Blackleg /Black quarter,Occular/ Nasal discharge
335,03/01/2020,Sheep,2 - 4 years,Local,Female,Haemonchosis,Haemonchosis,
336,03/01/2020,Sheep,2 - 4 years,Local,Female,Fasciolosis,Fasciolosis,
337,03/01/2020,Cattle,Older than 4 years,Local,Female,GI parasites,Lungworm /Verminous pneumonia,
338,03/01/2020,Sheep,2 - 4 years,Local,Female,zz_Other,Mange mites,Hair loss (alopecia)
339,03/01/2020,Sheep,Older than 4 years,Local,Female,Mange mites,Mange mites,
340,03/01/2020,Cattle,Older than 4 years,Local,Female,GI parasites,GI parasites,
345,03/01/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Trichostrongylosis,
346,03/01/2020,Cattle,Older than 4 years,Exotic,Male,Blackleg /Black quarter,LSD (Lumpy Skin Disease/,
347,03/01/2020,Cattle,Older than 4 years,Exotic,Female,Blackleg /Black quarter,Cowdriosis,
348,03/01/2020,Cattle,Older than 4 years,Exotic,Female,zz_Other,LSD (Lumpy Skin Disease/,Occular/ Nasal discharge
349,03/01/2020,Donkey,Older than 4 years,Local,Male,GI parasites,GI parasites,
378,03/01/2020,Horse/Mule,2 - 4 years,Local,Male,Habronemiasis,Habronemiasis,
366,04/01/2020,Horse/Mule,Older than 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
379,04/01/2020,Cattle,Older than 4 years,Cross,Female,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
380,06/01/2020,Goats,7 - 12 months,Local,Female,CCPP,zz_Other,
381,06/01/2020,Sheep,7 - 12 months,Local,Female,Cowdriosis,PPR,
382,06/01/2020,Donkey,13 - 24 months,Local,Male,GI_non-infectious_colic,Anthrax,
383,06/01/2020,Goats,13 - 24 months,Local,Female,CCPP,zz_Other,
384,06/01/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,PPR,
385,06/01/2020,Sheep,2 - 4 years,Local,Female,zz_Other,Pasteurellosis_pneumonic,Hair loss (alopecia)
386,06/01/2020,Cattle,2 - 4 years,Local,Male,GI parasites,Lungworm /Verminous pneumonia,
387,06/01/2020,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
388,06/01/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
389,06/01/2020,Sheep,0 - 6 months,Local,Female,zz_Other,Hypoglycemia /Pregnancy toxemia,Hair loss (alopecia)
390,06/01/2020,Donkey,Older than 4 years,Local,Female,Resp_lower_bact,Resp_lower_bact,
391,06/01/2020,Sheep,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
392,06/01/2020,Sheep,Older than 4 years,Local,Female,zz_Other,Trichostrongylosis,Hair loss (alopecia)
393,06/01/2020,Donkey,2 - 4 years,Local,Female,Strangles,Resp_lower_bact,
394,06/01/2020,Donkey,Older than 4 years,Local,Male,Strangles,Resp_lower_bact,
395,06/01/2020,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Pox,
396,06/01/2020,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
397,06/01/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pox,
398,06/01/2020,Cattle,Older than 4 years,Local,Male,GI parasites,GI parasites,
399,06/01/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Lungworm /Verminous pneumonia,Occular/ Nasal discharge
400,06/01/2020,Cattle,Older than 4 years,Local,Male,FMD (Foot & Mouth Disease),Cowdriosis,
401,06/01/2020,Cattle,Older than 4 years,Exotic,Female,FMD (Foot & Mouth Disease),Cowdriosis,
402,06/01/2020,Horse/Mule,2 - 4 years,Local,Male,Strangles,African horse sickness,
403,06/01/2020,Sheep,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
404,06/01/2020,Cattle,Older than 4 years,Local,Male,GI parasites,GI parasites,
405,06/01/2020,Sheep,Older than 4 years,Local,Male,Trichostrongylosis,Trichostrongylosis,
406,06/01/2020,Sheep,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,PPR,
407,06/01/2020,Cattle,Older than 4 years,Exotic,Female,zz_Other,LSD (Lumpy Skin Disease/,Occular/ Nasal discharge
408,06/01/2020,Horse/Mule,Older than 4 years,Local,Male,Strangles,African horse sickness,
409,06/01/2020,Sheep,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
410,06/01/2020,Sheep,Older than 4 years,Local,Female,Trichostrongylosis,Trichostrongylosis,
411,06/01/2020,Sheep,2 - 4 years,Local,Female,Hypoglycemia /Pregnancy toxemia,Hypoglycemia /Pregnancy toxemia,
412,06/01/2020,Goats,Older than 4 years,Local,Male,Trichostrongylosis,Trichostrongylosis,
413,06/01/2020,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
414,06/01/2020,Cattle,Older than 4 years,Exotic,Male,GI parasites,GI parasites,
415,06/01/2020,Cattle,Older than 4 years,Exotic,Female,GI parasites,GI parasites,
416,06/01/2020,Sheep,2 - 4 years,Local,Male,Trichostrongylosis,Trichostrongylosis,
417,06/01/2020,Sheep,Older than 4 years,Local,Female,Trichostrongylosis,Trichostrongylosis,
418,06/01/2020,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,Trichostrongylosis,
419,06/01/2020,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,Trichostrongylosis,
420,06/01/2020,Sheep,13 - 24 months,Local,Female,Trichostrongylosis,Trichostrongylosis,
421,06/01/2020,Sheep,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
422,06/01/2020,Sheep,2 - 4 years,Local,Female,zz_Other,Trichostrongylosis,Hair loss (alopecia)
423,06/01/2020,Sheep,2 - 4 years,Local,Male,zz_Other,Trichostrongylosis,Hair loss (alopecia)
487,06/01/2020,Horse/Mule,Older than 4 years,Local,Male,Resp_lower_bact,Resp_lower_bact,
446,07/01/2020,Cattle,Older than 4 years,Local,Female,GI parasites,GI parasites,
447,07/01/2020,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
448,07/01/2020,Cattle,Older than 4 years,Local,Female,GI parasites,Colibacillosis,
449,07/01/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
450,07/01/2020,Sheep,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
451,07/01/2020,Cattle,Older than 4 years,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
452,07/01/2020,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
453,07/01/2020,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,Trichostrongylosis,
454,07/01/2020,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,Trichostrongylosis,
455,07/01/2020,Cattle,Older than 4 years,Exotic,Female,GI parasites,GI parasites,
456,07/01/2020,Cattle,Older than 4 years,Exotic,Male,GI parasites,GI parasites,
457,07/01/2020,Horse/Mule,2 - 4 years,Local,Female,GI parasites,Ascaris_foals,
458,07/01/2020,Horse/Mule,Older than 4 years,Local,Male,Strangles,Strangles,
459,07/01/2020,Sheep,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
460,07/01/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
461,07/01/2020,Cattle,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Anthrax,
462,07/01/2020,Cattle,2 - 4 years,Local,Female,GI parasites,Lungworm /Verminous pneumonia,
463,07/01/2020,Cattle,Older than 4 years,Local,Male,CBPP,CBPP,
464,07/01/2020,Sheep,Older than 4 years,Local,Female,Trichostrongylosis,Trichostrongylosis,
465,07/01/2020,Cattle,Older than 4 years,Exotic,Male,GI parasites,GI parasites,
466,07/01/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
436,08/01/2020,Sheep,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
437,08/01/2020,Cattle,2 - 4 years,Local,Male,GI parasites,GI parasites,
438,08/01/2020,Sheep,Older than 4 years,Local,Female,Haemonchosis,Haemonchosis,
439,08/01/2020,Cattle,Older than 4 years,Exotic,Male,GI parasites,GI parasites,
440,08/01/2020,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
441,08/01/2020,Sheep,2 - 4 years,Local,Male,Fasciolosis,Fasciolosis,
442,08/01/2020,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
443,08/01/2020,Goats,2 - 4 years,Local,Female,Mange mites,Mange mites,
444,08/01/2020,Goats,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,CCPP,
445,08/01/2020,Sheep,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,Pasteurellosis_pneumonic,
424,09/01/2020,Goats,7 - 12 months,Local,Male,Pasteurellosis_pneumonic,PPR,
425,09/01/2020,Goats,13 - 24 months,Local,Male,CCPP,zz_Other,
426,09/01/2020,Goats,13 - 24 months,Local,Female,Brucellosis,Hypoglycemia /Pregnancy toxemia,
427,09/01/2020,Goats,7 - 12 months,Local,Male,PPR,PPR,
428,09/01/2020,Cattle,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
429,09/01/2020,Cattle,2 - 4 years,Local,Female,GI parasites,GI parasites,
430,09/01/2020,Cattle,2 - 4 years,Local,Female,zz_Other,Blackleg /Black quarter,Occular/ Nasal discharge
431,09/01/2020,Cattle,2 - 4 years,Local,Male,Blackleg /Black quarter,Cowdriosis,
432,09/01/2020,Cattle,2 - 4 years,Exotic,Female,zz_Other,Lungworm /Verminous pneumonia,Occular discharge/Invol. eyelid closure
433,09/01/2020,Cattle,2 - 4 years,Local,Male,GI parasites,GI parasites,
434,09/01/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
435,09/01/2020,Horse/Mule,2 - 4 years,Local,Female,Strangles,Resp_lower_bact,
467,10/01/2020,Cattle,0 - 6 months,Local,Male,Colibacillosis,GI parasites,
468,10/01/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Cowdriosis,
475,10/01/2020,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
476,10/01/2020,Cattle,13 - 24 months,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
477,10/01/2020,Cattle,2 - 4 years,Cross,Female,Rabies,Rabies,
478,10/01/2020,Cattle,2 - 4 years,Local,Female,Rabies,Rabies,
479,10/01/2020,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
480,10/01/2020,Cattle,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
486,10/01/2020,Cattle,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
469,11/01/2020,Goats,13 - 24 months,Local,Female,CCPP,Pasteurellosis_pneumonic,
470,11/01/2020,Sheep,2 - 4 years,Local,Female,Haemonchosis,PPR,
471,11/01/2020,Goats,2 - 4 years,Local,Male,CCPP,Pasteurellosis_pneumonic,
472,11/01/2020,Sheep,7 - 12 months,Local,Female,zz_Other,zz_Other,Hair loss (alopecia)
473,11/01/2020,Donkey,2 - 4 years,Local,Male,zz_Other,GI_non-infectious_colic,Yellow creamy discharge from nodules
474,11/01/2020,Horse/Mule,Older than 4 years,Local,Male,Epizootic lymphangitis,Epizootic lymphangitis,
481,11/01/2020,Cattle,Older than 4 years,Cross,Female,GI parasites,GI parasites,
482,11/01/2020,Cattle,13 - 24 months,Cross,Female,GI parasites,GI parasites,
483,11/01/2020,Sheep,Older than 4 years,Local,Female,Pox,Pox,
484,11/01/2020,Cattle,Older than 4 years,Cross,Female,Cowdriosis,Resp_lower_bact,
485,11/01/2020,Horse/Mule,Older than 4 years,Local,Male,Resp_lower_bact,Resp_lower_bact,
488,11/01/2020,Cattle,Older than 4 years,Cross,Female,Cowdriosis,Cowdriosis,
489,11/01/2020,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
490,11/01/2020,Cattle,2 - 4 years,Local,Female,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
491,12/01/2020,Cattle,7 - 12 months,Cross,Male,Colibacillosis,Colibacillosis,
492,13/01/2020,Cattle,Older than 4 years,Local,Male,Anthrax,Anthrax,
493,13/01/2020,Cattle,0 - 6 months,Local,Male,Colibacillosis,Cowdriosis,
494,13/01/2020,Goats,7 - 12 months,Local,Male,zz_Other,zz_Other,
495,13/01/2020,Cattle,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
496,13/01/2020,Cattle,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,Rabies,
497,13/01/2020,Sheep,13 - 24 months,Local,Female,Haemonchosis,Contagious ecthyma /Orf/,
514,13/01/2020,Cattle,Older than 4 years,Local,Female,Rabies,Rabies,
498,14/01/2020,Goats,13 - 24 months,Local,Female,CCPP,PPR,
499,14/01/2020,Goats,13 - 24 months,Local,Female,Pasteurellosis_pneumonic,PPR,
501,14/01/2020,Sheep,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,Lungworm /Verminous pneumonia,
502,14/01/2020,Cattle,0 - 6 months,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
503,14/01/2020,Sheep,0 - 6 months,Local,Male,Pasteurellosis_pneumonic,Lungworm /Verminous pneumonia,
504,14/01/2020,Cattle,7 - 12 months,Local,Male,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
505,14/01/2020,Sheep,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
506,14/01/2020,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
507,14/01/2020,Cattle,Older than 4 years,Cross,Female,Anthrax,Anthrax,
508,14/01/2020,Horse/Mule,Older than 4 years,Local,Male,Resp_lower_bact,Resp_lower_bact,
509,14/01/2020,Horse/Mule,Older than 4 years,Local,Female,Resp_asth_lungworm,Resp_asth_lungworm,
510,14/01/2020,Horse/Mule,Older than 4 years,Local,Male,Resp_asth_lungworm,Resp_asth_lungworm,
511,14/01/2020,Cattle,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
512,14/01/2020,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
513,14/01/2020,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
515,14/01/2020,Cattle,Older than 4 years,Cross,Female,Anthrax,Anthrax,
518,14/01/2020,Goats,2 - 4 years,Local,Female,zz_Other,Mange mites,Falling
519,14/01/2020,Goats,2 - 4 years,Local,Female,zz_Other,Pox,
523,14/01/2020,Cattle,0 - 6 months,Local,Male,Colibacillosis,Colibacillosis,
525,14/01/2020,Camel,2 - 4 years,Local,Male,Pox,Contagious ecthyma /Orf/,
526,14/01/2020,Donkey,2 - 4 years,Local,Male,Strangles,Resp_lower_bact,
528,14/01/2020,Cattle,2 - 4 years,Local,Female,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
529,14/01/2020,Donkey,Older than 4 years,Local,Male,Resp_lower_bact,Resp_lower_bact,
530,14/01/2020,Cattle,2 - 4 years,Local,Female,Cowdriosis,Cowdriosis,
531,14/01/2020,Horse/Mule,2 - 4 years,Local,Male,Epizootic lymphangitis,Epizootic lymphangitis,
532,14/01/2020,Sheep,7 - 12 months,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
533,14/01/2020,Goats,2 - 4 years,Local,Male,Mange mites,CCPP,
534,14/01/2020,Sheep,2 - 4 years,Local,Female,Fasciolosis,Fasciolosis,
535,14/01/2020,Goats,2 - 4 years,Local,Male,CCPP,CCPP,
618,14/01/2020,Horse/Mule,2 - 4 years,Local,Male,GI parasites,Babesiosis,
619,14/01/2020,Sheep,7 - 12 months,Local,Male,Haemonchosis,Haemonchosis,
620,14/01/2020,Cattle,7 - 12 months,Exotic,Male,Pasteurellosis_pneumonic,Blackleg /Black quarter,
516,15/01/2020,Cattle,2 - 4 years,Cross,Female,Babesiosis,Rabies,
517,15/01/2020,Goats,0 - 6 months,Local,Female,zz_Other,PPR,
536,15/01/2020,Cattle,7 - 12 months,Local,Female,Rabies,Cowdriosis,
537,15/01/2020,Sheep,2 - 4 years,Local,Female,PPR,Pasteurellosis_pneumonic,
538,15/01/2020,Goats,2 - 4 years,Local,Male,zz_Other,Mange mites,Death (history)
539,15/01/2020,Goats,2 - 4 years,Local,Female,PPR,PPR,
540,15/01/2020,Goats,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
541,15/01/2020,Goats,13 - 24 months,Local,Male,Hypoglycemia /Pregnancy toxemia,Hypoglycemia /Pregnancy toxemia,
542,15/01/2020,Cattle,7 - 12 months,Exotic,Female,Colibacillosis,Colibacillosis,
543,15/01/2020,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,Anthrax,
544,15/01/2020,Cattle,Older than 4 years,Exotic,Female,Blackleg /Black quarter,Cowdriosis,
545,15/01/2020,Sheep,2 - 4 years,Local,Male,PPR,PPR,
546,15/01/2020,Horse/Mule,Older than 4 years,Local,Male,GI parasites,Ascaris_foals,
547,15/01/2020,Horse/Mule,Older than 4 years,Local,Male,Strangles,African horse sickness,
548,15/01/2020,Horse/Mule,Older than 4 years,Local,Female,Strangles,African horse sickness,
549,15/01/2020,Horse/Mule,Older than 4 years,Local,Female,Epizootic lymphangitis,Trypanosomosis,
550,15/01/2020,Cattle,Older than 4 years,Exotic,Male,GI parasites,GI parasites,
551,15/01/2020,Cattle,2 - 4 years,Local,Female,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
552,15/01/2020,Sheep,Older than 4 years,Local,Male,Trichostrongylosis,Trichostrongylosis,
553,15/01/2020,Goats,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
554,15/01/2020,Cattle,2 - 4 years,Local,Female,Blackleg /Black quarter,Cowdriosis,
555,15/01/2020,Camel,Older than 4 years,Local,Male,Camel calf diarrhoea,Camel calf diarrhoea,
556,15/01/2020,Sheep,2 - 4 years,Local,Female,Pox,Pox,
557,15/01/2020,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pox,
558,15/01/2020,Sheep,Older than 4 years,Local,Female,Fasciolosis,Haemonchosis,
560,15/01/2020,Camel,2 - 4 years,Local,Female,Brucellosis,Trypanosomosis,
561,15/01/2020,Sheep,2 - 4 years,Local,Male,Fasciolosis,Fasciolosis,
562,15/01/2020,Camel,Older than 4 years,Local,Female,Pox,Pox,
563,15/01/2020,Cattle,2 - 4 years,Local,Female,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),Falling
564,15/01/2020,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Pox,
565,15/01/2020,Camel,2 - 4 years,Local,Male,Pox,Hypoglycemia /Pregnancy toxemia,
566,15/01/2020,Donkey,2 - 4 years,Local,Male,GI_non-infectious_colic,Heat stress,
567,15/01/2020,Goats,2 - 4 years,Local,Female,Mange mites,Mange mites,
