CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser,Target_Num,Target_Name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Disease_14,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Disease_14,sum_prob
890,0,0,U,Eddie,2/15/2019 0:00, SHEEP,HYPOCALCEMIA / PREGNANCY TOX.,NP,P,P,NP,NP,P,NP,NP,NP,NP,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,HYPOCALCEMIA / PREGNANCY TOX.,6,HYPOCALCEMIA / PREGNANCY TOX.,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,LUNGWORM,COENUROSIS,TRICHOSTRONGIULOSIS,PPR,POX,FASCIOLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HAEMONCHOSIS,MANGE MITE,NASAL BOT,ZZ_OTHER,96.52,1.59,0.97,0.3,0.29,0.25,0.08,0.01,0,0,0,0,0,0,100.01
100,0,80,D,Eddie,12/14/2018 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,P,NP,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,PASTEUROLLOSIS,POX,PPR,NASAL BOT,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,TRICHOSTRONGIULOSIS,FASCIOLOSIS,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HAEMONCHOSIS,ZZ_OTHER,77.29,13.94,8.23,0.36,0.1,0.03,0.02,0.02,0.01,0,0,0,0,0,100
348,0,26,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0,0,0,0,0,99.99
349,0,26,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0,0,0,0,0,99.99
350,0,81,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,POX,FASCIOLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,HAEMONCHOSIS,PPR,NASAL BOT,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,ZZ_OTHER,61.8,11.41,10.11,9.57,2.98,2.35,0.88,0.74,0.09,0.04,0.03,0.01,0,0,100.01
351,0,26,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0,0,0,0,0,99.99
353,0,27,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,FASCIOLOSIS,PASTEUROLLOSIS,POX,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,ZZ_OTHER,42.81,26.21,19.83,6.63,4.24,0.2,0.07,0.01,0,0,0,0,0,0,100
354,0,25,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,P,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,TRICHOSTRONGIULOSIS,LUNGWORM,FASCIOLOSIS,HAEMONCHOSIS,PASTEUROLLOSIS,POX,PPR,MANGE MITE,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,65.42,26.98,3.52,3.07,0.47,0.3,0.17,0.08,0,0,0,0,0,0,100.01
355,0,26,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0,0,0,0,0,99.99
356,0,81,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,POX,FASCIOLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,HAEMONCHOSIS,PPR,NASAL BOT,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,ZZ_OTHER,61.8,11.41,10.11,9.57,2.98,2.35,0.88,0.74,0.09,0.04,0.03,0.01,0,0,100.01
357,0,25,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,P,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,TRICHOSTRONGIULOSIS,LUNGWORM,FASCIOLOSIS,HAEMONCHOSIS,PASTEUROLLOSIS,POX,PPR,MANGE MITE,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,65.42,26.98,3.52,3.07,0.47,0.3,0.17,0.08,0,0,0,0,0,0,100.01
365,0,81,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,POX,FASCIOLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,HAEMONCHOSIS,PPR,NASAL BOT,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,ZZ_OTHER,61.8,11.41,10.11,9.57,2.98,2.35,0.88,0.74,0.09,0.04,0.03,0.01,0,0,100.01
367,0,26,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0,0,0,0,0,99.99
385,0,26,D,Eddie,1/21/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0,0,0,0,0,99.99
393,0,26,D,Eddie,1/22/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0,0,0,0,0,99.99
394,0,81,D,Eddie,1/22/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,POX,FASCIOLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,HAEMONCHOSIS,PPR,NASAL BOT,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,ZZ_OTHER,61.8,11.41,10.11,9.57,2.98,2.35,0.88,0.74,0.09,0.04,0.03,0.01,0,0,100.01
2786,0,109,M,veteddie_eddie,2/12/2020 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,P,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,NASAL BOT,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),POX,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,COENUROSIS,HAEMONCHOSIS,FASCIOLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,PPR,ZZ_OTHER,98.0274,1.37195,0.540875,0.0367594,0.0203865,0.00128831,0.000761016,0.000442676,8.70E-05,4.86E-05,3.48E-05,1.02E-06,9.04E-07,3.25E-14,100.0000352
2791,0,113,M,veteddie_eddie,2/12/2020 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,NASAL BOT,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,COENUROSIS,POX,PASTEUROLLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,FASCIOLOSIS,COWDRIOSIS,PPR,ZZ_OTHER,49.4784,47.6938,1.97967,0.252529,0.20827,0.146894,0.12775,0.0691409,0.0288545,0.0115444,0.00302957,8.99E-05,4.05E-07,2.63E-14,99.99997268
45,0,0,U,Eddie,12/11/2018 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,NP,NP,P,NP,P,NP,P,P,NP,P,NP,P,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,FASCIOLOSIS,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,POX,HAEMONCHOSIS,PPR,MANGE MITE,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,53.25,35.5,6.13,2.52,1.28,0.66,0.61,0.05,0,0,0,0,0,0,100
128,0,0,U,Eddie,12/24/2018 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,NP,NP,P,NP,NP,NP,P,NP,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,POX,HAEMONCHOSIS,NASAL BOT,PASTEUROLLOSIS,FASCIOLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,MANGE MITE,PPR,COWDRIOSIS,ZZ_OTHER,71.54,12.12,5.94,3.45,3.39,0.98,0.98,0.94,0.5,0.14,0.02,0.01,0,0,100.01
184,0,0,U,Eddie,12/31/2018 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,P,NP,P,P,P,P,NO,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,PASTEUROLLOSIS,POX,PPR,TRICHOSTRONGIULOSIS,NASAL BOT,FASCIOLOSIS,MANGE MITE,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,ZZ_OTHER,90.91,6.33,1.87,0.42,0.17,0.15,0.08,0.06,0.01,0.01,0,0,0,0,100.01
231,0,0,U,Eddie,1/14/2019 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,P,NP,P,NP,NP,NP,P,P,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,LUNGWORM,NASAL BOT,PASTEUROLLOSIS,POX,CONTAGIOUS ECTHYMA (ORF),TRICHOSTRONGIULOSIS,MANGE MITE,COENUROSIS,FASCIOLOSIS,PPR,COWDRIOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,69.16,28.23,2.09,0.37,0.05,0.04,0.03,0.01,0.01,0.01,0,0,0,0,100
260,0,0,U,Eddie,1/21/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,NP,NO,P,NP,P,NO,NO,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,POX,PASTEUROLLOSIS,MANGE MITE,TRICHOSTRONGIULOSIS,FASCIOLOSIS,NASAL BOT,PPR,CONTAGIOUS ECTHYMA (ORF),HAEMONCHOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,ZZ_OTHER,49.22,31.1,12.05,3.28,1.35,1.23,0.8,0.32,0.3,0.22,0.08,0.03,0.02,0,100
352,0,0,U,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,NP,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,POX,MANGE MITE,NASAL BOT,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,ZZ_OTHER,58.66,17.14,15.92,4.39,2.39,0.92,0.47,0.04,0.04,0.02,0.01,0.01,0,0,100.01
454,0,0,U,Eddie,1/2/2012 0:00, SHEEP,LUNGWORM,P,P,P,NP,NP,P,NP,P,NP,P,P,P,P,NP,NO,NP,NP,P,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,PPR,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,POX,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,MANGE MITE,NASAL BOT,ZZ_OTHER,93.28,3.93,1.58,0.61,0.38,0.12,0.05,0.04,0,0,0,0,0,0,99.99
462,0,0,U,Eddie,1/1/2015 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,NP,NO,P,P,NP,NP,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,LUNGWORM,POX,PASTEUROLLOSIS,HAEMONCHOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,NASAL BOT,PPR,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,70.67,15.35,9.89,2.55,0.59,0.26,0.25,0.2,0.18,0.07,0.01,0,0,0,100.02
169,0,49,D,Eddie,12/31/2018 0:00, SHEEP,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,8,MANGE MITE,MANGE MITE,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PASTEUROLLOSIS,POX,PPR,ZZ_OTHER,47.82,40.1,7.56,4.19,0.31,0.01,0,0,0,0,0,0,0,0,99.99
730,0,47,D,Eddie,2/6/2019 0:00, SHEEP,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,8,MANGE MITE,HAEMONCHOSIS,MANGE MITE,FASCIOLOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,POX,PASTEUROLLOSIS,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,ZZ_OTHER,54.89,31.89,5.74,5.04,2.24,0.1,0.06,0.03,0,0,0,0,0,0,99.99
